area_id,area_name,city,area_type,locality_type,pincode,retail_shops,restaurants,banks_atms,medical_facilities,educational_centers,parking_lots,vacant_shops,pedestrian_count_15min,vehicle_count_15min,footfall_intensity,road_condition,street_lighting,cleanliness,avg_daily_customers,avg_transaction_value,monthly_rent,business_growth,property_price_sqft,residential_rent_1bhk,property_trend,google_rating,google_reviews_count,zomato_restaurants,population_estimate,last_survey_date,competition_level,parking_availability,main_issue,news_mentions_6months,col,monthly_rent_capped,property_price_sqft_capped,business_density,business_density_score,total_footfall,footfall_score,infrastructure_score,property_value_score,digital_presence_score,growth_momentum_score,competition_score,vacancy_rate,occupancy_score,economic_health_score,investment_category,recommended_business,risk_score,expected_return
AREA_112,Sector 40 Zone 2,Solan,Semi-Urban,Commercial,149313.0,23.0,14.0,3.0,1,5,0.0,3.0,104.0,35.0,Medium,4.0,4,2.0,56.0,844.0,17528.0,Growing,4320.0,10516.0,Rising,3.3,923.0,14.0,30695.0,2025-01-15,Low,Easy,Poor infrastructure,8.0,17528.0,17528.0,4320.0,40.0,37.38,121.5,32.1,66.67,54.36,66.0,100,100,11.54,88.46000000000001,61.38,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",18.08,58.57
AREA_113,Industrial Area Phase 1 Zone 2,Chandigarh,Semi-Urban,Mixed,142651.0,30.0,13.0,,3,5,,4.0,111.0,76.0,Medium,4.0,3,3.0,39.0,959.8,12919.0,Growing,3877.0,,Rising,4.1,,,29971.0,2025-01-03,Low,Easy,High rent,,12919.0,12919.0,3877.0,,,149.0,39.37,66.67,48.79,82.0,100,100,11.76,88.24,,Low Potential,"Essential Services, Kirana, Mobile Recharge",18.23,
AREA_114,Industrial Area Phase 2 Zone 2,Panchkula,Urban,Residential,,,,,7,5,,0.0,24.8,7.0,Medium,,4,,12.8,1244.0,,Declining,,,Rising,,,,,,Medium,Easy,High rent,,8522.0,,,,,28.3,7.48,80.0,,,20,60,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_115,Manimajra Zone 2,Ludhiana,Semi-Urban,Mixed,,,,,3,1,,,129.4,70.0,Medium,6.0,3,,55.6,1052.2,,Declining,,,Rising,,,,,,Low,Easy,High rent,,16898.0,,,,,164.4,43.43,90.0,,,20,100,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_116,Raipur Khurd Zone 2,Zirakpur,Urban,Residential,,,,,7,3,,,51.6,22.0,Medium,6.0,5,,23.8,1037.4,,Declining,,,Stable,,,,,,Low,Easy,High rent,,8522.0,,,,,62.6,16.54,110.0,,,20,100,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_117,Dhanas Zone 2,Amritsar,Semi-Urban,Commercial,143768.0,16.0,13.0,5.0,4,5,1.0,3.0,85.0,54.0,Medium,3.0,3,3.0,27.0,886.0,20496.0,Growing,4578.0,12297.0,Rising,3.7,567.0,13.0,32845.0,2025-01-14,Low,Easy,parking shortage,11.0,20496.0,20496.0,4578.0,34.0,31.78,112.0,29.59,60.0,57.61,74.0,100,100,15.79,84.21000000000001,60.0,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",23.05,59.04
AREA_118,IT Park Phase 8 Zone 2,Zirakpur,Semi-Urban,Mixed,143734.0,32.0,9.0,3.0,4,4,0.0,5.0,113.0,78.0,Medium,3.0,4,3.0,63.0,1070.0,18992.0,Growing,3891.0,11395.0,Rising,3.9,959.0,9.0,33337.0,2025-01-18,Low,Moderate,Poor infrastructure,1.0,18992.0,18992.0,3891.0,44.0,41.12,152.0,40.16,66.67,48.96,78.0,100,100,13.51,86.49,64.13,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",19.46,58.06
AREA_119,Phase 3B2 Zone 2,Ambala,Urban,Commercial,148583.0,56.0,24.0,9.0,7,3,5.0,9.0,292.0,121.0,High,5.0,4,4.0,131.0,1297.0,33869.0,Declining,6785.0,20321.0,Falling,3.5,2214.0,24.0,34896.0,2025-01-09,Low,Easy,High rent,5.0,33869.0,33869.0,6785.0,89.0,83.18,352.5,93.13,86.67,85.38,70.0,20,100,13.85,86.15,76.65,High Potential,"Premium F&B, Tech Retail, Co-working",13.69,80.14
AREA_120,Phase 5 Zone 2,Ambala,Urban,Mixed,148633.0,40.0,14.0,10.0,5,3,5.0,4.0,120.0,49.0,Medium,5.0,4,4.0,62.0,807.0,22684.0,Growing,6128.0,13610.0,Rising,3.8,1545.0,14.0,31097.0,2025-01-15,Low,Moderate,parking shortage,16.0,22684.0,22684.0,6128.0,64.0,59.81,144.5,38.18,86.67,77.11,76.0,100,100,9.09,90.91,73.69,High Potential,"Fitness Centers, Cafes, Boutiques",10.36,75.06
AREA_121,Phase 7 Zone 2,Chandigarh,Semi-Urban,Residential,146368.0,17.0,14.0,4.0,3,2,2.0,2.0,86.0,53.0,Medium,4.0,4,3.0,45.0,799.0,21929.0,Growing,4193.0,13157.0,Rising,3.6,1879.0,14.0,23613.0,2025-01-02,Low,Easy,High rent,13.0,21929.0,21929.0,4193.0,35.0,32.71,112.5,29.72,73.33,52.76,72.0,100,100,10.53,89.47,61.42,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",15.37,57.96
AREA_122,Phase 9 Zone 2,Ambala,Semi-Urban,Residential,148170.0,20.0,14.0,6.0,2,1,2.0,1.0,111.0,46.0,Medium,3.0,4,3.0,46.0,672.0,21633.0,Declining,4207.0,12979.0,Rising,4.0,1831.0,14.0,15450.0,2025-01-18,High,Easy,Poor infrastructure,2.0,21633.0,21633.0,4207.0,40.0,37.38,134.0,35.4,66.67,52.94,80.0,20,30,4.76,95.24,44.2,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",13.33,47.7
AREA_123,Phase 10 Zone 2,Chandigarh,Rural,Residential,140342.0,6.0,2.0,7.0,1,2,,1.0,48.0,14.0,Low,2.0,3,2.0,14.0,665.0,6059.0,Declining,2482.0,3635.0,Rising,4.5,1285.0,2.0,8864.0,2025-01-09,Low,Easy,parking shortage,,6059.0,6059.0,2482.0,15.0,14.02,55.0,14.53,46.67,31.23,90.0,20,100,14.29,85.71000000000001,38.17,Low Potential,"Essential Services, Kirana, Mobile Recharge",26.0,35.39
AREA_124,Phase 11 Zone 2,Mohali,Semi-Urban,Residential,144816.0,27.0,9.0,2.0,3,4,3.0,5.0,97.0,43.0,Medium,3.0,3,2.0,40.0,860.0,17613.0,Declining,4140.0,10567.0,Rising,3.2,238.0,9.0,16853.0,2025-01-02,High,Difficult,Low footfall,14.0,17613.0,17613.0,4140.0,38.0,35.51,118.5,31.31,53.33,52.1,64.0,20,30,15.62,84.38,39.39,Low Potential,"Essential Services, Kirana, Mobile Recharge",24.94,44.47
AREA_125,Sector 70 Zone 2,Zirakpur,Rural,Residential,147054.0,11.0,2.0,4.0,3,1,2.0,1.0,34.0,17.0,Low,2.0,3,3.0,23.0,1342.0,7733.0,Stable,2431.0,4639.0,Rising,4.2,133.0,2.0,21979.0,2025-01-14,Medium,Moderate,parking shortage,0.0,7733.0,7733.0,2440.0,17.0,15.89,42.5,11.23,53.33,30.59,84.0,60,60,8.33,91.67,40.27,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",19.83,36.4
AREA_126,Sector 82 Zone 2,Ludhiana,Semi-Urban,Mixed,148872.0,15.0,8.0,2.0,6,5,1.0,1.0,111.0,66.0,Medium,4.0,4,3.0,61.0,761.0,15789.0,Declining,3955.0,9473.0,Stable,3.8,248.0,8.0,32861.0,2025-01-24,High,Difficult,Poor infrastructure,1.0,15789.0,15789.0,3955.0,25.0,23.36,144.0,38.04,73.33,49.77,76.0,20,30,6.25,93.75,42.09,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",12.38,45.16
AREA_127,Sector 88 Zone 2,Ambala,Urban,Residential,146380.0,8.0,2.0,9.0,6,5,,1.0,48.0,25.0,Medium,5.0,5,3.0,22.0,1451.0,8117.0,Stable,2666.0,4870.0,Falling,4.7,,2.0,32383.0,2025-01-23,Low,Easy,parking shortage,,8117.0,8117.0,2666.0,19.0,17.76,60.5,15.98,86.67,33.55,94.0,60,100,11.11,88.89,51.85,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",11.78,44.53
AREA_128,Kharar Main Market Zone 2,Zirakpur,Urban,Mixed,144032.0,43.0,14.0,11.0,5,5,4.0,5.0,130.0,43.0,Medium,5.0,5,4.0,51.0,678.0,20623.0,Growing,5209.0,12373.0,Falling,3.5,2208.0,14.0,49265.0,2025-01-06,Low,Difficult,High rent,9.0,20623.0,20623.0,5209.0,68.0,63.55,151.5,40.03,93.33,65.55,70.0,100,100,10.42,89.58,73.78,High Potential,"Fitness Centers, Cafes, Boutiques",9.3,70.49
AREA_129,Kharar Landran Road Zone 2,Chandigarh,Rural,Residential,148441.0,5.0,4.0,6.0,6,4,2.0,0.0,46.0,13.0,Low,3.0,3,3.0,14.0,1378.0,6005.0,Declining,2578.0,3603.0,Rising,3.9,381.0,4.0,7740.0,2025-01-09,Low,Moderate,Poor infrastructure,12.0,6005.0,6005.0,2578.0,15.0,14.02,52.5,13.87,60.0,32.44,78.0,20,100,0.0,100.0,38.99,Low Potential,"Essential Services, Kirana, Mobile Recharge",12.0,36.37
AREA_130,Kurali Zone 2,Panchkula,Semi-Urban,Mixed,144297.0,25.0,9.0,2.0,4,1,2.0,3.0,111.0,51.0,Medium,4.0,4,3.0,42.0,729.0,15757.0,Declining,3605.0,9454.0,Rising,3.6,509.0,9.0,16554.0,2025-01-27,High,Moderate,High rent,4.0,15757.0,15757.0,3605.0,36.0,33.64,136.5,36.06,73.33,45.36,72.0,20,30,10.71,89.28999999999999,42.86,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",15.5,43.86
AREA_131,Mullanpur Zone 2,Ambala,Urban,Commercial,149452.0,50.0,32.0,12.0,8,7,2.0,6.0,232.0,133.0,High,4.0,4,4.0,108.0,673.0,40416.0,Stable,7722.0,24249.0,Falling,4.6,1482.0,32.0,30864.0,2025-01-27,Low,Difficult,High rent,19.0,40416.0,40416.0,7722.0,94.0,87.85,298.5,78.86,80.0,97.17,92.0,60,100,10.71,89.28999999999999,83.63,High Potential,"Premium F&B, Tech Retail, Co-working",13.5,89.05
AREA_132,Nayagaon Zone 2,Ambala,Semi-Urban,Commercial,148135.0,16.0,10.0,9.0,2,1,1.0,1.0,84.0,32.0,Medium,3.0,4,2.0,56.0,803.0,15935.0,Declining,4618.0,9561.0,Falling,4.2,1825.0,10.0,32133.0,2025-01-13,Low,Moderate,High rent,3.0,15935.0,15935.0,4618.0,35.0,32.71,100.0,26.42,60.0,58.11,84.0,20,100,5.88,94.12,48.67,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",16.12,52.45
AREA_133,Derabassi Zone 2,Amritsar,Semi-Urban,Commercial,142944.0,31.0,15.0,3.0,3,5,3.0,5.0,108.0,50.0,Medium,4.0,4,3.0,42.0,1019.0,14576.0,Stable,4884.0,8745.0,Stable,3.3,348.0,15.0,27805.0,2025-01-04,Low,Difficult,parking shortage,0.0,14576.0,14576.0,4884.0,49.0,45.79,133.0,35.14,73.33,61.46,66.0,60,100,13.89,86.11,59.46,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",17.72,60.26
AREA_134,Dera Bassi Industrial Zone 2,Mohali,Urban,Commercial,140607.0,63.0,30.0,9.0,6,4,5.0,11.0,285.0,136.0,High,4.0,5,4.0,192.0,1194.0,30123.0,Growing,6156.0,18073.0,Stable,3.8,2213.0,30.0,37503.0,2025-01-23,Low,Moderate,High rent,16.0,30123.0,30123.0,6156.0,102.0,95.33,353.0,93.26,86.67,77.46,76.0,100,100,14.86,85.14,90.75,High Potential,"Premium F&B, Tech Retail, Co-working",14.4,85.43
AREA_135,Landran College Area Zone 2,Panchkula,Rural,Mixed,144544.0,10.0,3.0,2.0,3,2,2.0,0.0,37.0,19.0,Low,2.0,3,2.0,19.0,1249.0,7912.0,Declining,2615.0,4747.0,Rising,3.7,607.0,3.0,14284.0,2025-01-16,Low,Difficult,High rent,13.0,7912.0,7912.0,2615.0,15.0,14.02,46.5,12.29,46.67,32.91,74.0,20,100,0.0,100.0,36.37,Low Potential,"Essential Services, Kirana, Mobile Recharge",16.0,34.99
AREA_136,Banur Zone 2,Zirakpur,Rural,Residential,148158.0,8.0,6.0,2.0,5,4,2.0,0.0,28.0,9.0,Low,3.0,2,3.0,18.0,919.0,6842.0,Growing,2201.0,4105.0,Falling,3.6,2080.0,6.0,13009.0,2025-01-27,High,Easy,Low footfall,13.0,6842.0,6842.0,2440.0,16.0,14.95,32.5,8.59,53.33,27.7,72.0,100,30,0.0,100.0,41.06,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",14.0,35.72
AREA_137,Lalru Zone 2,Mohali,Urban,Commercial,145993.0,49.0,20.0,12.0,9,3,2.0,6.0,206.0,78.0,High,4.0,5,3.0,74.0,1340.0,34580.0,Declining,7268.0,20748.0,Falling,4.4,1117.0,20.0,41895.0,2025-01-24,High,Moderate,Poor infrastructure,9.0,34580.0,34580.0,7268.0,81.0,75.7,245.0,64.73,80.0,91.46,88.0,20,30,10.91,89.09,64.57,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",13.64,75.33
AREA_138,Gharuan Zone 2,Ambala,Urban,Commercial,146543.0,64.0,29.0,5.0,6,5,2.0,3.0,265.0,128.0,High,5.0,5,4.0,126.0,1129.0,30287.0,Stable,6518.0,18172.0,Stable,3.8,1025.0,29.0,37959.0,2025-01-25,Medium,Easy,High rent,8.0,30287.0,30287.0,6518.0,98.0,91.59,329.0,86.92,93.33,82.02,76.0,60,60,4.48,95.52,80.41,High Potential,"Premium F&B, Tech Retail, Co-working",5.14,81.05
AREA_139,Morinda Zone 2,Mohali,Urban,Commercial,146567.0,66.0,21.0,12.0,8,7,3.0,5.0,281.0,93.0,High,5.0,5,4.0,100.0,534.0,40094.0,Declining,7849.0,24056.0,Rising,4.1,1333.0,21.0,34486.0,2025-01-21,Low,Moderate,High rent,10.0,40094.0,40094.0,7849.0,99.0,92.52,327.5,86.53,93.33,98.77,82.0,20,100,7.04,92.96,81.13,High Potential,"Premium F&B, Tech Retail, Co-working",6.93,88.19
AREA_140,Airport Road Zone 2,Panchkula,Urban,Commercial,148880.0,46.0,21.0,11.0,6,3,4.0,4.0,228.0,124.0,High,5.0,4,4.0,125.0,794.0,37759.0,Declining,7678.0,22655.0,Rising,3.4,1226.0,21.0,45876.0,2025-01-20,Low,Easy,Low footfall,19.0,37759.0,37759.0,7678.0,78.0,72.9,290.0,76.62,86.67,96.62,68.0,20,100,8.0,92.0,72.77,High Potential,"Premium F&B, Tech Retail, Co-working",9.6,82.31
AREA_141,Sector 5 Zone 2,Panchkula,Semi-Urban,Commercial,144023.0,33.0,15.0,5.0,6,3,2.0,2.0,105.0,48.0,Medium,3.0,3,2.0,48.0,1211.0,17350.0,Stable,4348.0,10410.0,Falling,4.2,1153.0,15.0,16828.0,2025-01-02,Medium,Difficult,parking shortage,11.0,17350.0,17350.0,4348.0,53.0,49.53,129.0,34.08,53.33,54.71,84.0,60,60,5.71,94.29,54.01,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",18.0,54.29
AREA_142,Sector 9 Zone 2,Patiala,Semi-Urban,Commercial,144041.0,25.0,12.0,8.0,1,5,,4.0,117.0,46.0,Medium,3.0,3,3.0,43.0,680.0,16747.0,Stable,4847.0,10048.0,Falling,4.2,,12.0,16646.0,2025-01-20,Low,Easy,High rent,,16747.0,16747.0,4847.0,45.0,42.06,140.0,36.99,60.0,60.99,84.0,60,100,13.79,86.21000000000001,58.79,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",21.65,59.67
AREA_143,Sector 12 Zone 2,Karnal,Semi-Urban,Commercial,141208.0,27.0,13.0,2.0,6,2,1.0,3.0,80.0,34.0,Medium,3.0,4,2.0,40.0,1405.0,16065.0,Growing,4866.0,9639.0,Rising,4.0,842.0,13.0,25197.0,2025-01-19,High,Easy,Poor infrastructure,6.0,16065.0,16065.0,4866.0,42.0,39.25,97.0,25.63,60.0,61.23,80.0,100,30,10.0,90.0,54.81,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",19.0,57.38
AREA_144,Sector 14 Zone 2,Shimla,Rural,Mixed,147894.0,11.0,2.0,7.0,3,5,1.0,0.0,43.0,29.0,Low,2.0,2,3.0,27.0,557.0,9823.0,Declining,2125.0,5893.0,Rising,4.0,1044.0,2.0,5213.0,2025-01-11,Low,Easy,High rent,2.0,9823.0,9823.0,2440.0,20.0,18.69,57.5,15.19,46.67,26.74,80.0,20,100,0.0,100.0,37.68,Low Potential,"Essential Services, Kirana, Mobile Recharge",16.0,33.3
AREA_145,Sector 20 Zone 2,Ambala,Urban,Commercial,146596.0,42.0,22.0,12.0,4,6,,3.0,228.0,119.0,High,4.0,5,3.0,142.0,1197.0,38781.0,Stable,6691.0,23268.0,Falling,3.4,,22.0,41996.0,2025-01-17,Medium,Easy,parking shortage,,38781.0,38781.0,6691.0,76.0,71.03,287.5,75.96,80.0,84.2,68.0,60,60,6.67,93.33,71.78,High Potential,"Premium F&B, Tech Retail, Co-working",10.67,76.75
AREA_146,Mansa Devi Complex Zone 2,Shimla,Semi-Urban,Mixed,140911.0,29.0,11.0,7.0,1,3,1.0,1.0,96.0,33.0,Medium,3.0,4,2.0,44.0,1297.0,18315.0,Declining,3911.0,10989.0,Stable,3.9,652.0,11.0,23476.0,2025-01-08,High,Difficult,parking shortage,7.0,18315.0,18315.0,3911.0,47.0,43.93,112.5,29.72,60.0,49.21,78.0,20,30,3.33,96.67,42.84,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",14.33,45.39
AREA_147,Industrial Area Zone 2,Chandigarh,Semi-Urban,Commercial,148040.0,25.0,10.0,7.0,1,3,1.0,2.0,95.0,39.0,Medium,4.0,4,2.0,53.0,1222.0,15441.0,Stable,3846.0,9264.0,Stable,3.3,1093.0,10.0,16887.0,2025-01-24,High,Difficult,Poor infrastructure,10.0,15441.0,15441.0,3846.0,42.0,39.25,114.5,30.25,66.67,48.4,66.0,60,30,7.41,92.59,47.7,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",15.19,47.98
AREA_148,Kalka Zone 2,Panchkula,Semi-Urban,Commercial,145514.0,29.0,11.0,3.0,4,1,0.0,4.0,108.0,59.0,Medium,3.0,4,3.0,60.0,814.0,16384.0,Declining,4545.0,9830.0,Rising,4.2,363.0,11.0,22044.0,2025-01-25,Low,Easy,parking shortage,9.0,16384.0,16384.0,4545.0,43.0,40.19,137.5,36.33,66.67,57.19,84.0,20,100,12.12,87.88,52.84,Moderate Potential,"Retail Chains, Quick Service Restaurants, Banks",18.48,54.58
AREA_149,Pinjore Zone 2,Patiala,Urban,Residential,144890.0,8.0,5.0,8.0,6,4,4.0,1.0,39.0,15.0,Medium,4.0,4,3.0,14.0,985.0,9110.0,Declining,2767.0,5466.0,Rising,3.9,1413.0,5.0,45231.0,2025-01-23,Medium,Easy,Poor infrastructure,,9110.0,9110.0,2767.0,21.0,19.63,46.5,12.29,73.33,34.82,78.0,20,60,11.11,88.89,38.12,Low Potential,"Essential Services, Kirana, Mobile Recharge",15.78,36.8
AREA_150,Barwala Zone 2,Patiala,Urban,Commercial,,,,,7,6,,,102.4,61.0,Medium,6.0,5,,60.0,1003.2,,Declining,,,Falling,,,,,,High,Easy,High rent,,38797.0,,,,,132.9,35.11,110.0,,,20,30,,,,Low Potential,"Essential Services, Kirana, Mobile Recharge",,
AREA_151,Zirakpur Main Market Zone 2,Mohali,Urban,Commercial,140615.0,54.0,25.0,5.0,4,3,3.0,6.0,223.0,91.0,High,5.0,5,3.0,76.0,975.0,33932.0,Growing,6137.0,20359.0,Stable,4.3,2199.0,25.0,31223.0,2025-01-18,High,Difficult,High rent,10.0,33932.0,33932.0,6137.0,84.0,78.5,268.5,70.94,86.67,77.22,86.0,100,30,10.0,90.0,77.34,High Potential,"Premium F&B, Tech Retail, Co-working",11.0,77.29
AREA_152,VIP Road Zone 2,Karnal,Rural,Residential,147038.0,11.0,2.0,6.0,6,3,,1.0,34.0,19.0,Low,2.0,3,3.0,19.0,1299.0,5301.0,Declining,2784.0,3180.0,Rising,3.8,1985.0,2.0,19360.0,2025-01-04,Low,Easy,High rent,,5301.0,5845.0,2784.0,19.0,17.76,43.5,11.49,53.33,35.03,76.0,20,100,8.33,91.67,38.42,Low Potential,"Essential Services, Kirana, Mobile Recharge",19.83,37.06
AREA_153,Peer Muchalla Zone 2,Zirakpur,Urban,Mixed,146845.0,36.0,16.0,6.0,5,4,,3.0,167.0,111.0,Medium,4.0,5,4.0,56.0,1233.0,30309.0,Declining,5506.0,18185.0,Falling,3.7,,16.0,44549.0,2025-01-13,High,Easy,High rent,,30309.0,30309.0,5506.0,58.0,54.21,222.5,58.78,86.67,69.28,74.0,20,30,7.69,92.31,56.14,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",9.38,61.4
AREA_154,Baltana Zone 2,Ambala,Semi-Urban,Residential,149830.0,16.0,15.0,3.0,4,2,1.0,2.0,66.0,45.0,Medium,4.0,4,2.0,36.0,801.0,14413.0,Declining,4395.0,8647.0,Rising,4.6,640.0,15.0,33215.0,2025-01-14,High,Difficult,Low footfall,6.0,14413.0,14413.0,4395.0,34.0,31.78,88.5,23.38,66.67,55.3,92.0,20,30,11.11,88.89,42.4,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",17.78,47.56
AREA_155,Lohgarh Zone 2,Solan,Semi-Urban,Mixed,148771.0,26.0,15.0,4.0,4,5,1.0,2.0,99.0,31.0,Medium,3.0,3,3.0,42.0,1235.0,21718.0,Declining,4989.0,13030.0,Falling,3.9,911.0,15.0,27089.0,2025-01-01,Low,Moderate,High rent,3.0,21718.0,21718.0,4989.0,45.0,42.06,114.5,30.25,60.0,62.78,78.0,20,100,7.14,92.86,51.19,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",17.0,55.83
AREA_156,Gazipur Zone 2,Zirakpur,Urban,Mixed,143269.0,28.0,21.0,6.0,5,3,2.0,3.0,132.0,50.0,Medium,5.0,5,3.0,69.0,1486.0,30144.0,Stable,5351.0,18086.0,Stable,3.6,2008.0,21.0,30969.0,2025-01-04,Medium,Moderate,Poor infrastructure,10.0,30144.0,30144.0,5351.0,55.0,51.4,157.0,41.48,86.67,67.33,72.0,60,60,9.68,90.32,61.03,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",10.78,63.55
AREA_157,Ambala Cantt Zone 2,Chandigarh,Semi-Urban,Residential,141260.0,19.0,14.0,7.0,2,3,2.0,3.0,80.0,51.0,Medium,4.0,3,2.0,55.0,1294.0,14593.0,Stable,4759.0,8755.0,Falling,4.1,433.0,14.0,23212.0,2025-01-01,Low,Difficult,Poor infrastructure,13.0,14593.0,14593.0,4759.0,40.0,37.38,105.5,27.87,60.0,59.88,82.0,60,100,13.64,86.36,55.88,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",21.55,57.48
AREA_158,Ambala City Market Zone 2,Zirakpur,Urban,Mixed,140165.0,26.0,17.0,5.0,5,6,5.0,2.0,171.0,55.0,Medium,5.0,4,3.0,104.0,1444.0,25914.0,Stable,5087.0,15548.0,Rising,4.4,779.0,17.0,34456.0,2025-01-23,Low,Difficult,High rent,12.0,25914.0,25914.0,5087.0,48.0,44.86,198.5,52.44,80.0,64.01,88.0,60,100,7.14,92.86,65.89,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",11.0,65.14
AREA_159,Saha Zone 2,Karnal,Semi-Urban,Residential,141446.0,18.0,8.0,,6,3,,2.0,91.0,39.0,Medium,4.0,3,2.0,60.0,1031.4,17861.0,Declining,4939.0,,Falling,3.8,,,32982.0,2025-01-21,High,Easy,High rent,,17861.0,17861.0,4939.0,,,110.5,29.19,60.0,62.15,76.0,20,30,10.0,90.0,,Low Potential,"Essential Services, Kirana, Mobile Recharge",19.0,
AREA_160,Naraingarh Zone 2,Chandigarh,Urban,Commercial,147516.0,54.0,21.0,,8,6,,5.0,297.0,163.0,High,5.0,4,3.0,179.0,996.2,38797.0,Declining,6926.0,,Stable,4.0,,,36308.0,2025-01-12,High,Easy,High rent,,38797.0,38797.0,6926.0,,,378.5,100.0,80.0,87.15,80.0,20,30,8.47,91.53,,Low Potential,"Essential Services, Kirana, Mobile Recharge",11.93,
AREA_161,Shahzadpur Zone 2,Mohali,Urban,Residential,148440.0,6.0,3.0,12.0,4,5,2.0,0.0,21.0,14.0,Medium,5.0,5,4.0,9.0,781.0,9205.0,Declining,2252.0,5523.0,Rising,4.3,510.0,3.0,33315.0,2025-01-23,High,Easy,High rent,16.0,9205.0,9205.0,2440.0,21.0,19.63,28.0,7.4,93.33,28.34,86.0,20,30,0.0,100.0,37.26,Low Potential,"Essential Services, Kirana, Mobile Recharge",2.0,33.69
AREA_162,Rajpura Zone 2,Zirakpur,Semi-Urban,Mixed,142614.0,28.0,12.0,4.0,6,3,1.0,5.0,110.0,69.0,Medium,4.0,4,3.0,46.0,935.0,20553.0,Growing,4412.0,12331.0,Rising,3.8,764.0,12.0,16848.0,2025-01-17,Medium,Easy,parking shortage,14.0,20553.0,20553.0,4412.0,44.0,41.12,144.5,38.18,73.33,55.52,76.0,100,60,15.15,84.85,61.36,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",18.61,59.02
AREA_163,Nabha Zone 2,Mohali,Semi-Urban,Mixed,140896.0,27.0,9.0,4.0,3,5,0.0,2.0,96.0,62.0,Medium,4.0,4,3.0,62.0,894.0,12037.0,Growing,3675.0,7222.0,Rising,3.2,657.0,9.0,15871.0,2025-01-07,Medium,Difficult,High rent,6.0,12037.0,12037.0,3675.0,40.0,37.38,127.0,33.55,73.33,46.24,64.0,100,60,6.9,93.1,57.46,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",12.83,52.97
AREA_164,Samana Zone 2,Zirakpur,Semi-Urban,Residential,140434.0,23.0,14.0,9.0,3,1,0.0,3.0,97.0,55.0,Medium,3.0,3,3.0,32.0,1299.0,16035.0,Stable,3886.0,9621.0,Stable,3.9,1054.0,14.0,25213.0,2025-01-21,Medium,Easy,High rent,2.0,16035.0,16035.0,3886.0,46.0,42.99,124.5,32.89,60.0,48.9,78.0,60,60,11.54,88.46000000000001,52.19,Moderate Potential,"Grocery Stores, Pharmacies, Education Centers",20.08,50.87
AREA_165,Patran Zone 2,Ambala,Urban,Commercial,147093.0,44.0,32.0,11.0,7,4,5.0,6.0,281.0,153.0,High,4.0,4,3.0,178.0,504.0,41292.0,Growing,6826.0,24775.0,Rising,3.9,694.0,32.0,34731.0,2025-01-28,Low,Moderate,parking shortage,,41292.0,41292.0,6826.0,87.0,81.31,357.5,94.45,73.33,85.89,78.0,100,100,12.0,88.0,87.37,High Potential,"Premium F&B, Tech Retail, Co-working",16.4,86.78
AREA_166,Ferozepur Road Zone 2,Panchkula,Urban,Commercial,143970.0,56.0,21.0,5.0,4,7,4.0,10.0,296.0,104.0,High,4.0,4,4.0,192.0,660.0,46740.0,Declining,7830.0,28044.0,Rising,3.7,2334.0,21.0,41297.0,2025-01-11,Medium,Easy,parking shortage,15.0,46740.0,46740.0,7830.0,82.0,76.64,348.0,91.94,80.0,98.53,74.0,20,60,15.15,84.85,72.1,High Potential,"Premium F&B, Tech Retail, Co-working",16.61,82.67
